SITE,Date,Hour,OZONE,TEMP_F,StateCode,CountyCode,SiteNum,Latitude,Longitude,Time,Parameter,YEAR,Month,Day,UNITS
27-137-7001,2018-10-10,0,7,44.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,10,10,PPB
27-137-7001,2018-10-11,3,8,55.4,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2018,10,11,PPB
27-137-7001,2018-10-12,0,11,60.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,10,12,PPB
27-137-7001,2018-10-13,0,17,51.199999999999996,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,10,13,PPB
27-137-7001,2018-10-14,2,9,59.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,10,14,PPB
27-137-7001,2018-10-15,0,6,57.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,10,15,PPB
27-137-7001,2018-10-16,0,7,53,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,10,16,PPB
27-137-7001,2018-10-17,0,7,51.199999999999996,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,10,17,PPB
27-137-7001,2018-10-18,3,5,47,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2018,10,18,PPB
27-137-7001,2018-10-19,7,11,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T07:00:00Z,88101,2018,10,19,PPB
27-137-7001,2018-10-20,2,9,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,10,20,PPB
27-137-7001,2018-10-21,0,6,46.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,10,21,PPB
27-137-7001,2018-10-22,1,6,55.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,10,22,PPB
27-137-7001,2018-10-23,1,11,56.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,10,23,PPB
27-137-7001,2018-10-24,5,10,65,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2018,10,24,PPB
27-137-7001,2018-10-25,1,8,57.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,10,25,PPB
27-137-7001,2018-10-26,0,11,57.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,10,26,PPB
27-137-7001,2018-10-27,2,10,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,10,27,PPB
27-137-7001,2018-10-28,0,8,44.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,10,28,PPB
27-137-7001,2018-10-29,4,7,40.4,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2018,10,29,PPB
27-137-7001,2018-10-30,0,7,36.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,10,30,PPB
27-137-7001,2018-10-31,0,5,37.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,10,31,PPB
27-137-7554,2016-04-01,3,12,30.2,27,137,7554,46.743657,-92.165998,1899-12-31T03:00:00Z,88101,2016,4,01,PPB
27-137-7554,2016-04-02,4,3,35.6,27,137,7554,46.743657,-92.165998,1899-12-31T04:00:00Z,88101,2016,4,02,PPB
27-137-7554,2016-04-03,9,5,28.4,27,137,7554,46.743657,-92.165998,1899-12-31T09:00:00Z,88101,2016,4,03,PPB
27-137-7554,2016-04-04,5,5,37.4,27,137,7554,46.743657,-92.165998,1899-12-31T05:00:00Z,88101,2016,4,04,PPB
27-137-7554,2016-04-05,1,11,42.8,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,4,05,PPB
27-137-7554,2016-04-06,2,8,50,27,137,7554,46.743657,-92.165998,1899-12-31T02:00:00Z,88101,2016,4,06,PPB
27-137-7554,2016-04-07,1,25,51.8,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,4,07,PPB
27-137-7554,2016-04-08,1,21,44.6,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,4,08,PPB
27-137-7554,2016-04-09,1,8,55.4,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,4,09,PPB
27-137-7554,2016-04-10,0,4,51.8,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,4,10,PPB
27-137-7554,2016-04-11,1,6,54.8,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,4,11,PPB
27-137-7554,2016-04-12,0,4,42.8,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,4,12,PPB
27-137-7554,2016-04-13,4,12,38.6,27,137,7554,46.743657,-92.165998,1899-12-31T04:00:00Z,88101,2016,4,13,PPB
27-137-7554,2016-04-14,2,5,28.4,27,137,7554,46.743657,-92.165998,1899-12-31T02:00:00Z,88101,2016,4,14,PPB
27-137-7554,2016-04-15,0,6,30.2,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,4,15,PPB
27-137-7554,2016-04-16,0,7,26.6,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,4,16,PPB
27-137-7554,2016-04-17,0,6,36.2,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,4,17,PPB
27-137-7554,2016-04-18,1,6,39.2,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,4,18,PPB
27-137-7554,2016-04-19,1,8,48.2,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,4,19,PPB
27-137-7554,2016-04-20,4,15,66.2,27,137,7554,46.743657,-92.165998,1899-12-31T04:00:00Z,88101,2016,4,20,PPB
27-137-7554,2016-04-21,1,13,57.800000000000004,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,4,21,PPB
27-137-7554,2016-04-22,0,8,53.6,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,4,22,PPB
27-137-7554,2016-04-23,6,8,47.6,27,137,7554,46.743657,-92.165998,1899-12-31T06:00:00Z,88101,2016,4,23,PPB
27-137-7554,2016-04-24,0,5,35.6,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,4,24,PPB
27-137-7554,2016-04-25,1,6,42.8,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,4,25,PPB
27-137-7554,2016-04-26,3,2,39.800000000000004,27,137,7554,46.743657,-92.165998,1899-12-31T03:00:00Z,88101,2016,4,26,PPB
27-137-7554,2016-04-27,5,6,33.8,27,137,7554,46.743657,-92.165998,1899-12-31T05:00:00Z,88101,2016,4,27,PPB
27-137-7554,2016-04-28,1,5,37.4,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,4,28,PPB
27-137-7554,2016-04-29,8,4,39.2,27,137,7554,46.743657,-92.165998,1899-12-31T08:00:00Z,88101,2016,4,29,PPB
27-137-7554,2016-04-30,0,3,39.2,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,4,30,PPB
27-137-7554,2016-05-01,2,2,44.6,27,137,7554,46.743657,-92.165998,1899-12-31T02:00:00Z,88101,2016,5,01,PPB
27-137-7554,2016-05-02,0,10,51.199999999999996,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,5,02,PPB
27-137-7554,2016-05-03,8,4,51.8,27,137,7554,46.743657,-92.165998,1899-12-31T08:00:00Z,88101,2016,5,03,PPB
27-137-7554,2016-05-04,1,1,43.4,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,5,04,PPB
27-137-7554,2016-05-05,11,5,48.2,27,137,7554,46.743657,-92.165998,1899-12-31T11:00:00Z,88101,2016,5,05,PPB
27-137-7554,2016-05-06,1,6,46.4,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,5,06,PPB
27-137-7554,2016-05-07,3,6,50.6,27,137,7554,46.743657,-92.165998,1899-12-31T03:00:00Z,88101,2016,5,07,PPB
27-137-7554,2016-05-08,0,10,45.2,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,5,08,PPB
27-137-7554,2016-05-09,0,10,44,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,5,09,PPB
27-137-7554,2016-05-10,1,5,42.8,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,5,10,PPB
27-137-7554,2016-05-11,20,3,48.800000000000004,27,137,7554,46.743657,-92.165998,1899-12-31T20:00:00Z,88101,2016,5,11,PPB
27-137-7554,2016-05-12,0,5,46.4,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,5,12,PPB
27-137-7554,2016-05-13,0,2,51.199999999999996,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,5,13,PPB
27-137-7554,2016-05-14,13,5,49.4,27,137,7554,46.743657,-92.165998,1899-12-31T13:00:00Z,88101,2016,5,14,PPB
27-137-7554,2016-05-15,0,2,45.2,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,5,15,PPB
27-137-7554,2016-05-16,0,4,53.6,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,5,16,PPB
27-137-7554,2016-05-17,3,17,62.6,27,137,7554,46.743657,-92.165998,1899-12-31T03:00:00Z,88101,2016,5,17,PPB
27-137-7554,2016-05-18,0,17,71,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,5,18,PPB
27-137-7554,2016-05-19,0,13,55.4,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,5,19,PPB
27-137-7554,2016-05-20,0,11,75.2,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,5,20,PPB
27-137-7554,2016-05-21,3,9,60.8,27,137,7554,46.743657,-92.165998,1899-12-31T03:00:00Z,88101,2016,5,21,PPB
27-137-7554,2016-05-22,2,6,66.2,27,137,7554,46.743657,-92.165998,1899-12-31T02:00:00Z,88101,2016,5,22,PPB
27-137-7554,2016-05-23,0,11,74.60000000000001,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,5,23,PPB
27-137-7554,2016-05-24,0,18,80.6,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,5,24,PPB
27-137-7554,2016-05-25,6,61,80,27,137,7554,46.743657,-92.165998,1899-12-31T06:00:00Z,88101,2016,5,25,PPB
27-137-7554,2016-05-26,0,21,83.60000000000001,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,5,26,PPB
27-137-7554,2016-05-27,0,7,65,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,5,27,PPB
27-137-7554,2016-05-28,3,8,66.8,27,137,7554,46.743657,-92.165998,1899-12-31T03:00:00Z,88101,2016,5,28,PPB
27-137-7554,2016-05-29,13,13,81.2,27,137,7554,46.743657,-92.165998,1899-12-31T13:00:00Z,88101,2016,5,29,PPB
27-137-7554,2016-05-30,0,10,75.2,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,5,30,PPB
27-137-7554,2016-05-31,4,15,69.2,27,137,7554,46.743657,-92.165998,1899-12-31T04:00:00Z,88101,2016,5,31,PPB
27-137-7554,2016-06-01,2,8,71,27,137,7554,46.743657,-92.165998,1899-12-31T02:00:00Z,88101,2016,6,01,PPB
27-137-7554,2016-06-02,1,11,72.2,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,6,02,PPB
27-137-7554,2016-06-03,5,9,73.4,27,137,7554,46.743657,-92.165998,1899-12-31T05:00:00Z,88101,2016,6,03,PPB
27-137-7554,2016-06-04,0,20,73.4,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,6,04,PPB
27-137-7554,2016-06-05,1,18,63.2,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,6,05,PPB
27-137-7554,2016-06-06,0,12,78.8,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,6,06,PPB
27-137-7554,2016-06-07,0,8,64.4,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,6,07,PPB
27-137-7554,2016-06-08,4,36,66.2,27,137,7554,46.743657,-92.165998,1899-12-31T04:00:00Z,88101,2016,6,08,PPB
27-137-7554,2016-06-09,1,11,71.6,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,6,09,PPB
27-137-7554,2016-06-10,0,9,71.6,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,6,10,PPB
27-137-7554,2016-06-11,3,14,65.60000000000001,27,137,7554,46.743657,-92.165998,1899-12-31T03:00:00Z,88101,2016,6,11,PPB
27-137-7554,2016-06-12,0,12,55.4,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,6,12,PPB
27-137-7554,2016-06-13,0,7,66.8,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,6,13,PPB
27-137-7554,2016-06-14,0,8,57.800000000000004,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,6,14,PPB
27-137-7554,2016-06-15,2,9,68,27,137,7554,46.743657,-92.165998,1899-12-31T02:00:00Z,88101,2016,6,15,PPB
27-137-7554,2016-06-16,2,8,75.2,27,137,7554,46.743657,-92.165998,1899-12-31T02:00:00Z,88101,2016,6,16,PPB
27-137-7554,2016-06-17,5,10,78.8,27,137,7554,46.743657,-92.165998,1899-12-31T05:00:00Z,88101,2016,6,17,PPB
27-137-7554,2016-06-18,0,8,65.60000000000001,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,6,18,PPB
27-137-7554,2016-06-19,5,8,51.8,27,137,7554,46.743657,-92.165998,1899-12-31T05:00:00Z,88101,2016,6,19,PPB
27-137-7554,2016-06-20,1,10,55.4,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,6,20,PPB
27-137-7554,2016-06-21,7,9,71.6,27,137,7554,46.743657,-92.165998,1899-12-31T07:00:00Z,88101,2016,6,21,PPB
27-137-7554,2016-06-22,10,11,56.6,27,137,7554,46.743657,-92.165998,1899-12-31T10:00:00Z,88101,2016,6,22,PPB
27-137-7554,2016-06-23,5,25,79.39999999999999,27,137,7554,46.743657,-92.165998,1899-12-31T05:00:00Z,88101,2016,6,23,PPB
27-137-7554,2016-06-24,9,8,57.800000000000004,27,137,7554,46.743657,-92.165998,1899-12-31T09:00:00Z,88101,2016,6,24,PPB
27-137-7554,2016-06-25,0,10,56.6,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,6,25,PPB
27-137-7554,2016-06-26,2,10,63.800000000000004,27,137,7554,46.743657,-92.165998,1899-12-31T02:00:00Z,88101,2016,6,26,PPB
27-137-7554,2016-06-27,0,15,63.800000000000004,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,6,27,PPB
27-137-7554,2016-06-28,1,21,81.2,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,6,28,PPB
27-137-7554,2016-06-29,4,13,79.39999999999999,27,137,7554,46.743657,-92.165998,1899-12-31T04:00:00Z,88101,2016,6,29,PPB
27-137-7554,2016-06-30,5,7,80.6,27,137,7554,46.743657,-92.165998,1899-12-31T05:00:00Z,88101,2016,6,30,PPB
27-137-7554,2016-07-01,1,6,69.8,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,7,01,PPB
27-137-7554,2016-07-02,5,11,69.8,27,137,7554,46.743657,-92.165998,1899-12-31T05:00:00Z,88101,2016,7,02,PPB
27-137-7554,2016-07-03,7,12,71.6,27,137,7554,46.743657,-92.165998,1899-12-31T07:00:00Z,88101,2016,7,03,PPB
27-137-7554,2016-07-04,2,24,75.2,27,137,7554,46.743657,-92.165998,1899-12-31T02:00:00Z,88101,2016,7,04,PPB
27-137-7554,2016-07-05,7,25,79.39999999999999,27,137,7554,46.743657,-92.165998,1899-12-31T07:00:00Z,88101,2016,7,05,PPB
27-137-7554,2016-07-06,0,26,77,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,7,06,PPB
27-137-7554,2016-07-07,5,6,71,27,137,7554,46.743657,-92.165998,1899-12-31T05:00:00Z,88101,2016,7,07,PPB
27-137-7554,2016-07-08,0,5,65.6,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,7,08,PPB
27-137-7554,2016-07-09,5,17,72.2,27,137,7554,46.743657,-92.165998,1899-12-31T05:00:00Z,88101,2016,7,09,PPB
27-137-7554,2016-07-10,1,32,79.39999999999999,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,7,10,PPB
27-137-7554,2016-07-11,14,20,73.4,27,137,7554,46.743657,-92.165998,1899-12-31T14:00:00Z,88101,2016,7,11,PPB
27-137-7554,2016-07-12,2,10,72.8,27,137,7554,46.743657,-92.165998,1899-12-31T02:00:00Z,88101,2016,7,12,PPB
27-137-7554,2016-07-13,0,27,69.2,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,7,13,PPB
27-137-7554,2016-07-14,7,4,56.6,27,137,7554,46.743657,-92.165998,1899-12-31T07:00:00Z,88101,2016,7,14,PPB
27-137-7554,2016-07-15,1,5,65.60000000000001,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,7,15,PPB
27-137-7554,2016-07-16,0,12,70.39999999999999,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,7,16,PPB
27-137-7554,2016-07-17,4,22,75.2,27,137,7554,46.743657,-92.165998,1899-12-31T04:00:00Z,88101,2016,7,17,PPB
27-137-7554,2016-07-18,3,25,75.2,27,137,7554,46.743657,-92.165998,1899-12-31T03:00:00Z,88101,2016,7,18,PPB
27-137-7554,2016-07-19,0,24,71.6,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,7,19,PPB
27-137-7554,2016-07-20,3,22,83,27,137,7554,46.743657,-92.165998,1899-12-31T03:00:00Z,88101,2016,7,20,PPB
27-137-7554,2016-07-21,1,22,87.8,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,7,21,PPB
27-137-7554,2016-07-22,0,15,79.39999999999999,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,7,22,PPB
27-137-7554,2016-07-23,2,7,72.8,27,137,7554,46.743657,-92.165998,1899-12-31T02:00:00Z,88101,2016,7,23,PPB
27-137-7554,2016-07-24,0,26,74,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,7,24,PPB
27-137-7554,2016-07-25,1,17,69.8,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,7,25,PPB
27-137-7554,2016-07-26,3,15,84.2,27,137,7554,46.743657,-92.165998,1899-12-31T03:00:00Z,88101,2016,7,26,PPB
27-137-7554,2016-07-27,1,6,62.6,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,7,27,PPB
27-137-7554,2016-07-28,0,13,73.4,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,7,28,PPB
27-137-7554,2016-07-29,1,27,75.2,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,7,29,PPB
27-137-7554,2016-07-30,4,20,76.4,27,137,7554,46.743657,-92.165998,1899-12-31T04:00:00Z,88101,2016,7,30,PPB
27-137-7554,2016-07-31,3,22,78.8,27,137,7554,46.743657,-92.165998,1899-12-31T03:00:00Z,88101,2016,7,31,PPB
27-137-7554,2016-08-01,4,30,75.8,27,137,7554,46.743657,-92.165998,1899-12-31T04:00:00Z,88101,2016,8,01,PPB
27-137-7554,2016-08-02,1,21,80,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,8,02,PPB
27-137-7554,2016-08-03,0,28,74.60000000000001,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,8,03,PPB
27-137-7554,2016-08-04,1,15,64.4,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,8,04,PPB
27-137-7554,2016-08-05,1,15,77,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,8,05,PPB
27-137-7554,2016-08-06,1,18,72.2,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,8,06,PPB
27-137-7554,2016-08-07,3,20,73.4,27,137,7554,46.743657,-92.165998,1899-12-31T03:00:00Z,88101,2016,8,07,PPB
27-137-7554,2016-08-08,3,25,78.8,27,137,7554,46.743657,-92.165998,1899-12-31T03:00:00Z,88101,2016,8,08,PPB
27-137-7554,2016-08-09,2,22,75.2,27,137,7554,46.743657,-92.165998,1899-12-31T02:00:00Z,88101,2016,8,09,PPB
27-137-7554,2016-08-10,4,24,71.6,27,137,7554,46.743657,-92.165998,1899-12-31T04:00:00Z,88101,2016,8,10,PPB
27-137-7554,2016-08-11,9,8,71.6,27,137,7554,46.743657,-92.165998,1899-12-31T09:00:00Z,88101,2016,8,11,PPB
27-137-7554,2016-08-12,3,23,75.2,27,137,7554,46.743657,-92.165998,1899-12-31T03:00:00Z,88101,2016,8,12,PPB
27-137-7554,2016-08-13,3,18,72.8,27,137,7554,46.743657,-92.165998,1899-12-31T03:00:00Z,88101,2016,8,13,PPB
27-137-7554,2016-08-14,4,14,72.2,27,137,7554,46.743657,-92.165998,1899-12-31T04:00:00Z,88101,2016,8,14,PPB
27-137-7554,2016-08-22,0,14,67.4,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,8,22,PPB
27-137-7554,2016-08-23,1,16,64.4,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,8,23,PPB
27-137-7554,2016-08-24,0,21,66.2,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,8,24,PPB
27-137-7554,2016-08-25,3,12,70.39999999999999,27,137,7554,46.743657,-92.165998,1899-12-31T03:00:00Z,88101,2016,8,25,PPB
27-137-7554,2016-08-26,4,7,66.2,27,137,7554,46.743657,-92.165998,1899-12-31T04:00:00Z,88101,2016,8,26,PPB
27-137-7554,2016-08-27,0,13,69.8,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,8,27,PPB
27-137-7554,2016-08-28,0,13,71.6,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,8,28,PPB
27-137-7554,2016-08-29,2,16,64.4,27,137,7554,46.743657,-92.165998,1899-12-31T02:00:00Z,88101,2016,8,29,PPB
27-137-7554,2016-08-30,0,17,66.2,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,8,30,PPB
27-137-7554,2016-08-31,2,12,69.2,27,137,7554,46.743657,-92.165998,1899-12-31T02:00:00Z,88101,2016,8,31,PPB
27-137-7554,2016-09-01,0,11,70.39999999999999,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,9,01,PPB
27-137-7554,2016-09-02,4,11,74,27,137,7554,46.743657,-92.165998,1899-12-31T04:00:00Z,88101,2016,9,02,PPB
27-137-7554,2016-09-03,0,9,73.4,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,9,03,PPB
27-137-7554,2016-09-04,1,8,73.4,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,9,04,PPB
27-137-7554,2016-09-05,1,11,64.4,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,9,05,PPB
27-137-7554,2016-09-06,10,8,68.6,27,137,7554,46.743657,-92.165998,1899-12-31T10:00:00Z,88101,2016,9,06,PPB
27-137-7554,2016-09-07,0,15,73.4,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,9,07,PPB
27-137-7554,2016-09-08,5,12,71.6,27,137,7554,46.743657,-92.165998,1899-12-31T05:00:00Z,88101,2016,9,08,PPB
27-137-7554,2016-09-09,2,20,70.39999999999999,27,137,7554,46.743657,-92.165998,1899-12-31T02:00:00Z,88101,2016,9,09,PPB
27-137-7554,2016-09-10,2,5,51.199999999999996,27,137,7554,46.743657,-92.165998,1899-12-31T02:00:00Z,88101,2016,9,10,PPB
27-137-7554,2016-09-11,0,6,49.4,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,9,11,PPB
27-137-7554,2016-09-12,1,9,48.800000000000004,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,9,12,PPB
27-137-7554,2016-09-13,6,6,53.6,27,137,7554,46.743657,-92.165998,1899-12-31T06:00:00Z,88101,2016,9,13,PPB
27-137-7554,2016-09-14,2,9,57.2,27,137,7554,46.743657,-92.165998,1899-12-31T02:00:00Z,88101,2016,9,14,PPB
27-137-7554,2016-09-15,1,10,56,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,9,15,PPB
27-137-7554,2016-09-16,1,9,66.8,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,9,16,PPB
27-137-7554,2016-09-17,2,13,69.2,27,137,7554,46.743657,-92.165998,1899-12-31T02:00:00Z,88101,2016,9,17,PPB
27-137-7554,2016-09-18,1,7,48.2,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,9,18,PPB
27-137-7554,2016-09-19,1,17,62.6,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,9,19,PPB
27-137-7554,2016-09-20,0,20,67.4,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,9,20,PPB
27-137-7554,2016-09-21,5,15,62.6,27,137,7554,46.743657,-92.165998,1899-12-31T05:00:00Z,88101,2016,9,21,PPB
27-137-7554,2016-09-22,4,8,71,27,137,7554,46.743657,-92.165998,1899-12-31T04:00:00Z,88101,2016,9,22,PPB
27-137-7554,2016-09-23,0,11,69.8,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,9,23,PPB
27-137-7554,2016-09-24,0,17,63.800000000000004,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,9,24,PPB
27-137-7554,2016-09-25,0,12,65,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,9,25,PPB
27-137-7554,2016-09-26,5,17,70.39999999999999,27,137,7554,46.743657,-92.165998,1899-12-31T05:00:00Z,88101,2016,9,26,PPB
27-137-7554,2016-09-27,2,33,75.8,27,137,7554,46.743657,-92.165998,1899-12-31T02:00:00Z,88101,2016,9,27,PPB
27-137-7554,2016-09-28,7,30,79.39999999999999,27,137,7554,46.743657,-92.165998,1899-12-31T07:00:00Z,88101,2016,9,28,PPB
27-137-7554,2016-09-29,1,15,51.8,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,9,29,PPB
27-137-7554,2016-09-30,1,6,48.800000000000004,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2016,9,30,PPB
27-137-7554,2016-10-01,0,13,50,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2016,10,01,PPB
27-137-7554,2016-10-02,4,12,54.8,27,137,7554,46.743657,-92.165998,1899-12-31T04:00:00Z,88101,2016,10,02,PPB
